Sr,Title,Name as per Document (e.g. Leaving Certificate),Birth Date,Student Status,Application No.,Institute,Course,Program,Admission Quota,Student Phone 1,Student Phone 2,Whatsapp No.,Email,Email Alternate,Emergency Contact No.,Father Mobile No.,Mother Mobile No.,Guardian Mobile No.,Aadhaar Card No.
7671,Mr,Yakshit Goel,27-11-1971,Provisionally Admitted,25PG346270,Parul Institute of Management & Research (First Shift),MTech - Master of Technology,PIET-1 - MTech - PG-CE,General - Lumpsum,3460853641,1509418748,3460853641,thamanayesha@gmail.com,swaminathanrania@roy.com,3635140563,6968997313,3022740767,2350986683,8.58854E+11
7672,Mrs,Hridaan Dash,03-02-2007,Provisionally Admitted,25PG935676,Parul Institute of Engineering & Technology (MBA),MBA - Master of Business Administration,PIET-1 - MTech - PG-CE,VACANT QUOTA,4761770016,6315395708,4761770016,rheaborra@chaudry.org,ishaan76@yahoo.com,2558465980,1076623960,5070247333,4571271997,2.93118E+11
7673,Dr,Ryan Varkey,10-08-1976,Duplicate,25UG326447,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CCEOL - Master - MBA - Online,General - Lumpsum,7546823940,6637593212,7546823940,eshani19@gmail.com,mandalmahika@hotmail.com,6837715731,9934315095,8356605834,4298212580,1.38778E+11
7674,Mrs,Tara Dhawan,03-03-1978,Duplicate,25UG737889,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,9488812397,9650527041,9488812397,isinghal@mallick.info,devanshgara@acharya.com,6550500588,5687253155,7186932727,1251110870,3.1812E+11
7675,Mr,Dhanush Amble,24-01-1971,Duplicate,25PG637753,Centre for Distance and Online Education,MTech - Master of Technology,PU-CCEOL - Master - MBA - Online,General - Installment,2473975320,6718844542,2473975320,egokhale@yahoo.com,samarth98@gmail.com,1758647121,2929107890,1211456000,3293131036,8.66534E+11
7676,Miss,Zeeshan Guha,20-09-1985,Duplicate,25PG862953,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,7286540562,8080986808,7286540562,yashvibhatia@hotmail.com,raghav11@dasgupta.com,1258345810,5252900945,5312556270,613010693,8.26388E+11
7677,Miss,Aarav Mani,16-02-1987,Provisionally Admitted,25PG168861,Centre for Distance and Online Education,MBA - Master of Business Administration,PU-CCEOL - Master - MBA - Online,VACANT QUOTA,1288768189,4199823006,1288768189,ihari@viswanathan.com,heerdyal@gmail.com,5683813297,1080439145,3022229666,63163169,6.68797E+11
7678,Mr,Aaryahi Suresh,19-09-1977,Provisionally Admitted,25UG918469,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,4414040249,328124781,4414040249,dsarkar@sha.info,nakulkalla@bath.com,4945759034,4562861042,4248789646,693841389,7.59956E+11
7679,Ms,Nirvaan Jain,30-07-1985,Duplicate,25UG449320,Centre for Distance and Online Education,MBA - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,4817345475,5547502931,4817345475,evabhasin@doctor.net,anahita79@kaur.info,9799465199,2762865678,1092742454,2724743171,6.89667E+11
7680,Ms,Reyansh Bora,18-03-1983,Provisionally Admitted,25PG794949,Parul Institute of Engineering & Technology (MBA),One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,2929736935,557917029,2929736935,kanavsani@borah-bora.info,samarth31@yahoo.com,1821003358,6000248285,4958061172,7204865707,2.89651E+11
7681,Miss,Rhea Gaba,22-08-2005,Duplicate,25PG131344,Parul Institute of Management & Research (First Shift),MTech - Master of Technology,PIET-MBA - MBA - FIRST YEAR,General - Installment,5296349015,6852333182,5296349015,agatesiya@deshmukh.com,kalayuvraj@sarma.info,7986884329,5216520913,3786685629,1905628745,1.92842E+11
7682,Ms,Adah Venkatesh,25-11-1985,Provisionally Admitted,25UG353489,Parul Institute of Engineering & Technology (MBA),One Year PG Diploma - One Year Post Graduate Diploma,PU-CCEOL - Master - MBA - Online,General - Lumpsum,283854217,4926134884,283854217,abramvasa@hotmail.com,hazelgoyal@bumb-bedi.com,1161344606,9854759003,6570634965,2368383767,5.39545E+11
7683,Mrs,Mehul Sani,10-06-1994,Duplicate,25UG206471,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Installment,9566485754,390039417,9566485754,nkar@yahoo.com,vvohra@yahoo.com,9875698076,5115753577,3031901249,1514105683,4.02817E+11
7684,Dr,Shray Wable,07-05-1996,Duplicate,25UG226540,Centre for Distance and Online Education,Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,8317117422,4211044168,8317117422,kashvi45@gmail.com,riaan41@yahoo.com,8560926265,2411209333,7293468347,8815960889,1.22077E+11
7685,Miss,Zoya Bhalla,24-08-2003,Duplicate,25PG357257,Parul Institute of Management & Research (First Shift),MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,3278530048,3267981543,3278530048,aainamammen@loyal.com,zbhalla@yahoo.com,9607451847,2969076996,5829448640,3727237065,2.80912E+11
7686,Mr,Aayush Kakar,08-04-1979,Duplicate,25UG969543,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Installment,9748508029,786367869,9748508029,darshitkakar@hotmail.com,nitya19@anand.com,7880864125,6916245717,5165914774,8332265480,3.79953E+11
7687,Ms,Saksham Agate,15-04-1978,Provisionally Admitted,25PG708638,Centre for Distance and Online Education,MTech - Master of Technology,PIET-1 - MTech - PG-CE,General - Lumpsum,7689160074,4427921469,7689160074,dharmajan48@mane.biz,rsathe@hotmail.com,242754944,400375176,9048895643,5236115701,3.57888E+11
7688,Dr,Amani Deep,14-05-1988,Duplicate,25UG981323,Parul Institute of Engineering & Technology (First Shift),Online MBA July - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,1485233823,3810573939,1485233823,lataabram@hotmail.com,esethi@gmail.com,4770624932,923163517,1828605786,8837768310,7.58404E+11
7689,Mr,Nirvi Dayal,02-10-1979,Duplicate,25PG180410,Parul Institute of Management & Research (First Shift),MBA - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Lumpsum,2087536365,1193053163,2087536365,trishavenkataraman@hotmail.com,agarwaladira@zachariah-issac.org,9788276281,9331086846,8608753127,9016038038,1.02084E+11
7690,Ms,Dharmajan Varughese,22-12-2004,Duplicate,25PG589138,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,9187593053,1152063739,9187593053,amirajani@kala-bera.com,mohanlal54@yahoo.com,4447004047,3213052162,3676819814,4385663841,2.25008E+11
7691,Dr,Samaira Acharya,20-02-1998,Duplicate,25PG948228,Parul Institute of Engineering & Technology (First Shift),Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,VACANT QUOTA,4271844712,1144805551,4271844712,satheanya@kara.net,anahita34@barad.net,7337932853,260102981,211982135,7436610495,2.72474E+11
7692,Ms,Bhavin Loke,17-01-2005,Duplicate,25UG374204,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,4410846982,4929966382,4410846982,shalvvyas@gmail.com,mahikachander@thakkar.com,775648299,2878507430,5543375465,1860372799,4.78695E+11
7693,Ms,Damini Trivedi,30-03-2007,Provisionally Admitted,25UG536619,Parul Institute of Engineering & Technology (First Shift),MTech - Master of Technology,PIET-1 - MTech - PG-CE,General - Lumpsum,1180936786,4672527140,1180936786,neysasarin@yahoo.com,baiju64@kaur.com,4733256112,1048293194,9727538988,8660879002,3.45379E+11
7694,Dr,Tanya Kashyap,18-12-2004,Duplicate,25UG335352,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Lumpsum,2319308419,7914792965,2319308419,shraydhillon@yahoo.com,balanarnav@yahoo.com,4584634350,532900980,6925928113,6472018381,1.45668E+11
7695,Dr,Anahita Bhat,28-11-1988,Provisionally Admitted,25UG943898,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,VACANT QUOTA,6664025843,7360958716,6664025843,lshere@gmail.com,valashamik@yahoo.com,1466500285,3293300439,7864255432,9069413839,1.80436E+11
7696,Dr,Dishani Hayer,22-02-1997,Provisionally Admitted,25PG822575,Centre for Distance and Online Education,One Year PG Diploma - One Year Post Graduate Diploma,PIET-1 - MTech - PG-CE,General - Lumpsum,7883699022,2583377925,7883699022,sarrafadvik@hotmail.com,mbhattacharyya@hotmail.com,7610935778,5752884178,5438685290,8821323930,7.81509E+11
7697,Dr,Aniruddh Walla,09-09-1975,Duplicate,25PG587432,Centre for Distance and Online Education,One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,496979227,5266631542,496979227,dashimmat@hotmail.com,anvi89@yahoo.com,7726206486,6804295980,478389828,1921899929,9.8745E+11
7698,Mrs,Vihaan Vaidya,12-11-2003,Duplicate,25UG102950,Parul Institute of Engineering & Technology (MBA),MBA - Master of Business Administration,PIET-1 - MTech - PG-CE,VACANT QUOTA,4279964466,1294817450,4279964466,aaravdua@mannan-bhatti.org,sampathhrishita@yahoo.com,1110023404,4572184354,8037271637,1333563407,6.1175E+11
7699,Miss,Faiyaz Sura,06-10-1972,Duplicate,25UG688168,Parul Institute of Engineering & Technology (First Shift),Online MBA July - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Lumpsum,7840258299,7203288363,7840258299,vaidyaveer@yahoo.com,kiaan03@dutta.info,3941127656,4076253916,5167877909,329495022,7.12577E+11
7700,Dr,Armaan Chacko,06-06-1992,Provisionally Admitted,25PG670122,Centre for Distance and Online Education,MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,4283082793,3096491367,4283082793,rania54@hotmail.com,yashvichaudhari@yahoo.com,963211306,8498359300,7694691724,588788644,2.66483E+11
7701,Miss,Emir Dhaliwal,04-09-1990,Provisionally Admitted,25PG210126,Centre for Distance and Online Education,MTech - Master of Technology,PIET-1 - MTech - PG-CE,VACANT QUOTA,923530078,3243566004,923530078,jiya46@tata.com,golakeya@hotmail.com,9798596328,1614614329,7199255419,7061431804,4.1488E+11
7702,Mrs,Azad Reddy,11-10-1995,Duplicate,25PG989226,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,4487987659,1820481377,4487987659,wkhatri@deep-chatterjee.com,dhanush27@doctor.com,8678849859,7285230317,9879492342,8014962290,4.02619E+11
7703,Mrs,Elakshi Das,02-12-1999,Duplicate,25UG469830,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,3021420657,9687266007,3021420657,sarinnishith@hotmail.com,rsolanki@yahoo.com,5688211438,4188775397,7235901697,3667019578,9.67743E+11
7704,Dr,Ojas Bora,22-12-1997,Duplicate,25UG874714,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-1 - MTech - PG-CE,General - Lumpsum,178463820,5395703752,178463820,kavyagrewal@balay.com,kadebhamini@gmail.com,6459471982,4544604820,9464300241,5406433187,3.49014E+11
7705,Mr,Amira Raju,04-12-1970,Provisionally Admitted,25UG249287,Parul Institute of Engineering & Technology (First Shift),Online MBA July - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Installment,41664652,7574784993,41664652,seshadrijayesh@yahoo.com,badalsachdev@yahoo.com,3679474292,2192815483,4699102028,5267939864,8.91968E+11
7706,Mr,Pari Saxena,15-03-1992,Provisionally Admitted,25PG954041,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PU-CCEOL - Master - MBA - Online,General - Lumpsum,1670638269,6941463439,1670638269,raniasidhu@yahoo.com,anikadugal@hotmail.com,5302505950,9847166841,1153493459,9895795300,3.12538E+11
7707,Dr,Sara Bhatt,14-03-2003,Provisionally Admitted,25UG356154,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,3888849442,6357639273,3888849442,zainrama@gmail.com,rsur@hotmail.com,5478042336,5465730794,1331405451,5737836716,8.92042E+11
7708,Mr,Adira Sarma,17-09-2002,Duplicate,25PG907235,Centre for Distance and Online Education,MBA - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,7240121641,4651528093,7240121641,tanyasarna@gmail.com,chanderkavya@khalsa.com,4777797124,8858784080,3053783581,3242945639,7.93212E+11
7709,Mr,Nehmat Bhandari,19-02-1971,Duplicate,25UG592287,Parul Institute of Management & Research (First Shift),MBA - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Lumpsum,6240331341,2240860218,6240331341,dayaljiya@hotmail.com,bandipurab@gole-dave.com,5813764198,2704060875,6082313650,8533324842,8.42812E+11
7710,Dr,Sara Garg,04-12-1997,Duplicate,25PG629922,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,2006550003,726044566,2006550003,ehsaanshanker@gmail.com,priyanshdoshi@tata.com,472690595,1402698686,2013377800,8777013404,3.59191E+11
7711,Miss,Hunar Bhattacharyya,12-08-1994,Provisionally Admitted,25UG686073,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,4790627227,8125928789,4790627227,nayantara47@yahoo.com,aswamy@yahoo.com,2972271147,6408715334,5633148887,9270741897,8.56642E+11
7712,Dr,Aaina Gera,22-09-1970,Provisionally Admitted,25UG840683,Parul Institute of Engineering & Technology (First Shift),MTech - Master of Technology,PIET-MBA - MBA - FIRST YEAR,General - Installment,362624636,3159492801,362624636,hiranramesh@bedi.com,heershanker@gmail.com,8032821492,8555165299,7700450195,38627787,9.91333E+11
7713,Mr,Rania Sarma,28-10-2006,Provisionally Admitted,25PG253952,Parul Institute of Engineering & Technology (MBA),MBA - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Installment,9522379579,8986891588,9522379579,nverma@hotmail.com,bhanda@gmail.com,9677681509,4927689256,1958814619,1508959136,9.52577E+11
7714,Mr,Renee Sastry,23-10-2003,Provisionally Admitted,25UG638785,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PIET-1 - MTech - PG-CE,General - Lumpsum,112860179,4097904877,112860179,ldevi@gmail.com,dhanushsem@shroff-sarma.com,2167210903,8508383664,5297308903,8743696732,1.47254E+11
7715,Miss,Tanya Buch,26-03-1972,Provisionally Admitted,25PG997462,Parul Institute of Engineering & Technology (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,1468849874,4272954330,1468849874,piya78@chadha.biz,emir27@yahoo.com,1327910944,8690986300,8197064280,4293500451,1.33275E+11
7716,Mr,Sara Wali,19-12-1998,Provisionally Admitted,25UG377599,Parul Institute of Engineering & Technology (MBA),Online MBA July - Master of Business Administration,PIET-MBA - MBA - FIRST YEAR,General - Installment,9918623569,4395889403,9918623569,mkrishnamurthy@divan-borra.biz,roytaimur@dass.net,7078471254,9264603804,6240397435,5868592896,7.57926E+11
7717,Miss,Trisha Bir,16-02-1970,Provisionally Admitted,25PG137824,Parul Institute of Management & Research (First Shift),One Year PG Diploma - One Year Post Graduate Diploma,PIET-1 - MTech - PG-CE,General - Lumpsum,7996867016,3089862160,7996867016,omani@hotmail.com,rauarmaan@yahoo.com,8607904151,1868816455,7484760613,674926799,6.0669E+11
7718,Mrs,Kartik Sengupta,09-12-2005,Provisionally Admitted,25UG447948,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,VACANT QUOTA,4228894672,8366546715,4228894672,majumdargokul@gmail.com,elakshibhagat@banerjee-tara.com,4978853388,3574516118,2642163085,3688938572,8.46253E+11
7719,Mr,Samaira Yogi,30-04-2002,Duplicate,25PG254638,Parul Institute of Management & Research (First Shift),MTech - Master of Technology,PIET-1 - MTech - PG-CE,General - Installment,8522127980,2679395147,8522127980,uwalia@gmail.com,aaina57@yahoo.com,7420771454,612659872,6611933792,3851789680,9.56844E+11
7720,Dr,Ahana  Kuruvilla,14-10-1985,Duplicate,25UG474725,Centre for Distance and Online Education,MTech - Master of Technology,PIET-1 - MTech - PG-CE,General - Installment,5749481744,5981506659,5749481744,gkari@gmail.com,uthkarshsachdev@agarwal-krishna.biz,3507747346,2740145774,1245031307,2018613925,9.92919E+11
7721,Dr,Divyansh Gaba,16-10-1971,Provisionally Admitted,25UG955751,Parul Institute of Engineering & Technology (First Shift),MBA - Master of Business Administration,PU-CCEOL - Master - MBA - Online,VACANT QUOTA,2061344807,1042255438,2061344807,sethizara@ramanathan-vaidya.com,pdevan@krishnan-iyengar.com,7281696595,9355390077,3532573629,6344971624,7.09868E+11
7722,Mrs,Devansh Dixit,25-01-1991,Provisionally Admitted,25PG113910,Parul Institute of Management & Research (First Shift),Online MBA July - Master of Business Administration,PU-CDOE - One Year PG Diploma - IRPM-Online,General - Lumpsum,6638959684,9568813348,6638959684,jayesh40@bobal-kata.com,anahi07@hegde.com,4815101631,9341673153,7744476047,5128961298,8.13334E+11
7723,Dr,Abram Chaudhry,18-11-1978,Provisionally Admitted,25UG259835,Parul Institute of Engineering & Technology (MBA),MTech - Master of Technology,PIET-1 - MTech - PG-CE,VACANT QUOTA,8147466648,2552298021,8147466648,raumohanlal@mall.org,yakshit24@lanka.org,987984139,6150629683,4410302159,2785393148,6.5637E+11
